EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
6270,25 to 35,Male,married,checkin_agent,2,High,10,4,10,5,10,5,10,2,8,0,10,10,4,711.1
6271,25 to 35,Female,single,checkin_agent,1,Low,0,4,5,2,5,2,4,6,8,10,8,3,1,603.1
6272,25 to 35,Male,in a relation,flight_attendant,1,Medium,4,3,3,5,6,5,4,1,7,7,4,5,0,627.4
6273,25 to 35,Female,divorced,flight_attendant,2,High,1,5,5,10,2,2,1,4,5,10,10,1,1,629.3
6274,36 to 50,Male,single,flight_attendant,1,Low,0,5,5,3,5,0,0,10,7,10,5,1,1,598.6
6275,Less than 25,Female,divorced,checkin_agent,2,High,7,3,10,10,10,0,0,5,8,5,1,3,5,679.4
6276,51 or more,Female,in a relation,checkin_agent,2,High,9,3,4,7,9,2,9,5,7,0,7,9,3,697.9
6277,25 to 35,Male,single,flight_attendant,1,Low,3,3,9,10,8,3,2,6,6,4,5,3,5,687.7
6278,51 or more,Female,in a relation,flight_attendant,2,High,8,4,10,10,3,10,3,8,7,0,7,2,3,718.9
6279,51 or more,Female,married,checkin_agent,2,High,5,1,6,7,10,1,5,7,6,10,7,8,2,684.5
6280,25 to 35,Male,single,checkin_agent,2,High,6,1,7,4,5,3,3,3,8,0,7,4,2,668.8
6281,36 to 50,Female,divorced,checkin_agent,2,High,7,2,10,8,10,8,7,9,8,7,7,8,4,717.6
6282,25 to 35,Female,divorced,checkin_agent,2,High,8,5,3,10,7,5,0,1,5,4,10,10,2,661
6283,36 to 50,Female,married,checkin_agent,2,High,10,1,10,10,6,8,10,10,8,0,10,10,5,772.2
6284,51 or more,Female,single,checkin_agent,2,High,10,4,4,9,6,2,1,6,8,0,8,1,5,693.2
6285,25 to 35,Male,divorced,checkin_agent,1,Medium,1,5,2,2,1,0,0,1,8,10,3,1,0,522.2
6286,36 to 50,Female,single,checkin_agent,1,Medium,4,5,8,4,1,1,0,2,9,0,4,0,0,594
6287,36 to 50,Female,married,checkin_agent,1,Low,0,5,6,10,10,5,2,10,6,0,10,8,2,681.7
6288,51 or more,Male,divorced,flight_attendant,2,High,7,1,10,10,8,8,9,6,7,0,9,8,2,733.8
6289,51 or more,Male,single,checkin_agent,2,High,7,1,10,10,8,8,9,6,7,0,9,8,2,733.8
6290,51 or more,Male,in a relation,checkin_agent,1,Low,0,2,4,0,0,1,1,2,5,0,0,1,2,569.4
6291,36 to 50,Female,in a relation,flight_attendant,2,High,8,2,4,4,3,3,2,9,6,0,2,2,2,650.9
6292,25 to 35,Male,married,flight_attendant,2,High,6,2,4,4,6,5,6,7,7,3,5,6,2,676.2
6293,36 to 50,Female,divorced,flight_attendant,2,High,5,3,6,10,10,5,2,7,6,8,6,1,4,653.9
6294,51 or more,Female,in a relation,flight_attendant,2,High,6,5,2,10,2,1,1,4,6,0,9,8,2,646.5
6295,Less than 25,Male,in a relation,flight_attendant,1,Medium,10,3,8,7,5,9,4,7,7,10,8,10,4,710.2
6296,Less than 25,Male,single,flight_attendant,1,Low,10,3,4,10,6,6,5,10,7,8,10,10,2,698.9
6297,36 to 50,Female,single,checkin_agent,2,High,6,2,1,10,3,4,1,2,6,5,5,1,2,654.6
6298,25 to 35,Female,divorced,checkin_agent,2,High,8,2,10,6,6,2,7,2,8,4,10,7,2,683.9
6299,25 to 35,Female,married,checkin_agent,2,High,8,2,10,6,6,2,7,2,8,4,10,7,2,683.9
6300,36 to 50,Female,in a relation,flight_attendant,1,Medium,0,4,5,4,6,2,1,1,1,2,2,2,2,580.3
6301,25 to 35,Male,in a relation,checkin_agent,2,High,7,2,3,3,6,2,3,7,8,0,4,4,1,656
6302,51 or more,Female,divorced,flight_attendant,2,High,5,1,5,3,6,5,7,10,8,0,5,4,5,712.7
6303,25 to 35,Female,divorced,checkin_agent,1,Low,1,4,4,2,5,2,1,2,9,0,7,0,2,590.6
6304,25 to 35,Male,divorced,checkin_agent,2,High,6,1,3,1,3,1,3,2,6,0,3,1,3,622.3
6305,36 to 50,Female,in a relation,checkin_agent,2,High,5,3,4,10,10,3,5,10,8,10,5,2,5,683.8
6306,25 to 35,Male,married,flight_attendant,2,High,6,2,4,2,6,5,3,10,7,10,5,3,1,651.3
6307,36 to 50,Female,in a relation,checkin_agent,2,High,8,2,3,8,6,7,4,10,8,0,6,7,5,722.9
6308,25 to 35,Male,divorced,checkin_agent,2,High,6,4,4,3,5,3,1,10,7,0,4,1,4,630.9
6309,36 to 50,Female,divorced,flight_attendant,2,High,9,3,3,2,6,1,2,5,7,10,5,1,3,636.7
6310,25 to 35,Female,married,checkin_agent,2,High,6,2,7,5,10,6,5,10,8,0,3,2,5,716.1
6311,25 to 35,Female,married,checkin_agent,2,High,7,4,4,3,5,2,4,2,7,3,6,1,2,629.3
6312,36 to 50,Female,in a relation,flight_attendant,1,Low,7,2,4,2,5,1,1,3,8,0,4,0,2,629.7
6313,Less than 25,Male,married,checkin_agent,2,High,6,1,4,1,7,3,1,8,7,10,2,1,0,633.9
6314,Less than 25,Male,in a relation,checkin_agent,2,High,8,2,0,0,5,3,2,10,7,10,2,3,4,663.2
6315,25 to 35,Male,in a relation,flight_attendant,1,Low,5,3,2,4,4,2,3,10,7,0,1,2,5,658.1
6316,25 to 35,Male,single,flight_attendant,1,Low,8,5,8,3,10,5,10,5,5,0,7,2,1,675.4
6317,25 to 35,Male,single,checkin_agent,1,Medium,9,5,7,3,10,8,10,5,5,0,8,3,1,680.5
6318,36 to 50,Female,in a relation,flight_attendant,1,Low,7,3,7,10,3,8,1,6,6,0,10,2,3,682.6
6319,36 to 50,Female,divorced,checkin_agent,2,High,7,4,6,10,10,5,5,10,6,0,7,2,5,703.8
6320,36 to 50,Female,married,flight_attendant,1,Medium,5,3,2,1,10,0,3,3,6,0,1,0,3,610.6
6321,25 to 35,Male,divorced,checkin_agent,1,Medium,5,2,4,2,5,2,5,10,5,0,2,1,1,601.6
6322,36 to 50,Male,divorced,flight_attendant,2,High,5,2,3,0,5,0,2,2,6,0,1,0,3,622.3
6323,51 or more,Female,single,flight_attendant,2,High,7,1,10,10,10,6,4,5,7,0,10,8,2,755.7
6324,25 to 35,Female,divorced,flight_attendant,2,High,3,3,2,4,10,2,2,3,6,4,10,1,1,605.5
6325,25 to 35,Female,married,checkin_agent,2,High,3,5,2,3,10,2,2,4,6,4,4,1,0,588.7
6326,Less than 25,Male,divorced,flight_attendant,1,Low,2,3,3,3,10,3,3,6,8,10,4,0,3,630.3
6327,25 to 35,Male,divorced,flight_attendant,2,High,8,4,2,4,10,2,2,7,6,0,3,3,1,664.1
6328,36 to 50,Male,in a relation,checkin_agent,2,High,5,1,5,3,2,3,1,7,8,0,10,3,2,674.7
6329,25 to 35,Female,single,checkin_agent,1,Medium,4,4,5,2,1,2,2,3,6,0,5,3,1,591.9
6330,51 or more,Female,single,flight_attendant,2,High,4,4,6,7,2,4,1,10,7,2,3,2,5,653
6331,25 to 35,Male,divorced,flight_attendant,2,High,7,3,6,6,10,6,5,5,6,0,7,10,3,707.9
6332,25 to 35,Female,single,checkin_agent,2,High,4,3,4,10,4,2,1,5,7,0,4,0,4,646.9
6333,36 to 50,Male,single,checkin_agent,2,High,8,1,3,2,5,3,5,5,7,0,3,3,2,669
6334,25 to 35,Male,single,flight_attendant,1,Medium,4,2,5,3,7,4,3,2,6,5,3,8,2,642.7
6335,36 to 50,Female,in a relation,checkin_agent,2,High,10,1,4,10,3,9,9,2,8,0,8,10,2,712.8
6336,51 or more,Female,in a relation,checkin_agent,2,High,9,2,8,3,10,6,6,1,6,3,6,8,4,696.9
6337,51 or more,Female,divorced,flight_attendant,2,High,6,4,9,5,4,3,4,4,6,0,4,2,3,651.6
6338,25 to 35,Male,divorced,flight_attendant,2,High,0,3,6,2,10,6,2,1,7,6,3,4,3,613.8
6339,25 to 35,Male,married,flight_attendant,2,High,7,3,5,6,5,7,2,6,7,6,6,2,4,687.9
6340,25 to 35,Male,married,flight_attendant,2,High,9,5,3,5,10,4,6,3,6,6,10,0,3,673.5
6341,25 to 35,Male,in a relation,flight_attendant,1,Low,5,4,5,10,10,10,1,2,5,10,10,1,2,654.4
6342,25 to 35,Male,in a relation,flight_attendant,1,Medium,7,5,10,10,10,10,2,3,6,2,5,10,5,707.5
6343,36 to 50,Female,married,checkin_agent,2,High,8,5,10,7,10,9,3,8,6,7,9,3,5,711.9
6344,51 or more,Female,single,checkin_agent,2,High,10,3,8,5,10,7,2,5,8,0,10,5,3,718.5
6345,25 to 35,Male,single,flight_attendant,1,Low,4,1,10,8,5,8,8,10,9,3,5,5,4,692.5
6346,25 to 35,Female,divorced,flight_attendant,2,High,7,3,6,2,10,3,1,4,7,4,4,0,3,651.8
6347,25 to 35,Female,single,checkin_agent,2,High,7,3,6,2,10,3,1,4,7,4,4,0,3,651.8
6348,25 to 35,Male,married,checkin_agent,2,High,3,2,10,8,5,7,8,10,9,2,7,7,4,723.1
6349,36 to 50,Female,married,checkin_agent,1,Medium,4,5,5,6,3,0,1,3,9,0,3,1,1,573.8
6350,36 to 50,Female,married,checkin_agent,1,Medium,6,5,10,10,10,5,2,10,6,0,4,8,5,717.4
6351,36 to 50,Female,single,checkin_agent,1,Medium,6,5,10,10,10,5,2,10,6,0,4,8,5,717.4
6352,36 to 50,Female,divorced,checkin_agent,1,Low,8,2,8,8,6,5,4,7,8,2,9,6,5,730.8
6353,36 to 50,Female,in a relation,flight_attendant,1,Low,8,2,8,8,6,5,4,7,8,2,9,6,5,730.8
6354,36 to 50,Female,divorced,flight_attendant,1,Low,3,5,6,2,5,0,3,1,9,0,3,0,1,571.7
6355,51 or more,Male,married,checkin_agent,2,High,6,1,10,10,10,7,3,10,7,10,10,6,5,749.9
6356,25 to 35,Male,in a relation,flight_attendant,1,Low,4,5,3,4,2,0,4,3,10,5,10,0,0,616.5
6357,51 or more,Female,single,checkin_agent,2,High,6,4,10,10,10,6,6,8,7,0,3,5,4,724
6358,51 or more,Female,in a relation,flight_attendant,2,High,10,0,6,3,1,10,4,1,10,0,5,10,3,701.1
6359,Less than 25,Male,in a relation,flight_attendant,1,Medium,7,3,2,5,10,4,8,8,6,10,5,8,2,688.1
6360,25 to 35,Female,in a relation,checkin_agent,2,High,7,1,8,4,5,3,3,5,7,0,2,2,3,696.2
6361,25 to 35,Female,single,checkin_agent,2,High,7,1,8,4,5,3,3,5,7,0,2,2,3,696.2
6362,36 to 50,Male,single,checkin_agent,2,High,8,3,5,8,7,10,7,8,8,10,8,7,3,712.3
6363,51 or more,Female,married,flight_attendant,2,High,3,5,5,7,1,0,0,6,5,10,10,2,1,585.5
6364,51 or more,Female,single,flight_attendant,2,High,9,2,5,3,3,4,3,4,7,2,6,3,3,677.3
6365,25 to 35,Male,in a relation,flight_attendant,1,Medium,7,1,10,4,4,2,3,7,7,0,5,2,1,677.9
6366,25 to 35,Male,in a relation,flight_attendant,1,Medium,5,1,5,3,4,3,1,1,8,3,3,5,2,605.5
6367,36 to 50,Female,in a relation,checkin_agent,1,Medium,5,4,4,8,10,8,2,5,7,5,7,6,2,643.5
6368,Less than 25,Male,divorced,checkin_agent,1,Medium,8,3,2,3,5,3,0,7,8,0,1,1,5,649.2
6369,36 to 50,Male,single,flight_attendant,1,Low,7,1,8,10,5,5,3,6,8,0,10,3,3,720.4
6370,36 to 50,Male,in a relation,flight_attendant,1,Low,6,4,10,10,10,3,1,6,7,0,10,6,4,720.2
6371,25 to 35,Female,divorced,checkin_agent,2,High,7,3,8,6,10,3,3,7,7,2,8,8,5,718.7
6372,25 to 35,Male,in a relation,checkin_agent,2,High,10,3,3,6,10,4,5,4,10,0,10,6,3,713.6
6373,25 to 35,Female,married,flight_attendant,2,High,8,3,7,8,10,8,2,8,8,2,4,2,3,693.6
6374,Less than 25,Male,married,checkin_agent,2,High,4,5,2,7,10,0,2,10,7,0,10,2,3,658.1
6375,36 to 50,Male,in a relation,flight_attendant,1,Low,10,4,10,3,10,10,10,4,7,10,10,7,4,718.1
6376,51 or more,Female,married,flight_attendant,1,Medium,0,1,2,4,6,2,5,1,9,0,10,4,4,672
6377,51 or more,Male,divorced,flight_attendant,1,Medium,2,2,3,5,5,2,3,1,8,0,2,3,5,656.5
6378,25 to 35,Female,married,flight_attendant,2,High,8,4,8,2,1,2,0,4,7,10,10,0,2,648.4
6379,36 to 50,Male,in a relation,flight_attendant,1,Low,2,2,2,0,7,0,1,5,8,0,3,0,2,599.5
6380,36 to 50,Female,in a relation,flight_attendant,2,High,8,1,6,2,1,3,2,10,8,0,7,1,4,668.5
6381,25 to 35,Male,in a relation,flight_attendant,1,Low,6,2,3,0,5,2,1,5,7,5,2,1,2,624.8
6382,36 to 50,Male,divorced,flight_attendant,2,High,3,4,9,3,3,1,1,5,7,3,5,2,3,640.1
6383,25 to 35,Female,married,checkin_agent,2,High,5,3,5,3,10,3,3,4,6,1,5,3,2,651.6
6384,25 to 35,Female,married,checkin_agent,2,High,6,3,10,8,10,10,3,4,7,0,10,7,3,724.9
6385,51 or more,Male,single,checkin_agent,2,High,4,4,4,3,6,1,1,5,6,0,7,1,2,612.7
6386,36 to 50,Female,married,flight_attendant,2,High,7,1,8,5,3,4,5,6,6,0,5,5,3,692.8
6387,Less than 25,Male,divorced,flight_attendant,2,High,8,2,6,5,10,4,5,10,7,2,5,5,2,687
6388,36 to 50,Male,divorced,checkin_agent,2,High,1,3,5,2,3,2,1,3,6,5,5,1,5,627.6
6389,Less than 25,Female,married,checkin_agent,1,Medium,6,3,4,5,7,2,2,7,8,7,4,3,4,650.9
6390,25 to 35,Female,in a relation,checkin_agent,2,High,7,3,10,10,6,10,4,9,8,0,10,6,5,743.1
6391,25 to 35,Female,single,flight_attendant,2,High,5,2,10,10,7,2,3,5,7,0,10,1,2,694.5
6392,Less than 25,Female,divorced,checkin_agent,1,Low,6,3,4,5,7,2,2,7,8,7,4,3,4,650.9
6393,25 to 35,Female,single,flight_attendant,2,High,0,5,5,5,3,8,1,2,5,10,6,3,1,635.7
6394,25 to 35,Female,divorced,flight_attendant,2,High,6,5,3,10,3,0,0,7,6,7,3,4,1,653.9
6395,25 to 35,Female,in a relation,flight_attendant,2,High,3,3,5,10,2,10,4,2,7,5,10,4,2,700.7
6396,36 to 50,Female,divorced,flight_attendant,1,Low,5,4,6,10,10,1,1,9,7,0,4,3,4,666.4
6397,36 to 50,Female,single,checkin_agent,2,High,8,3,10,10,10,10,4,3,8,0,10,6,5,758.9
6398,25 to 35,Female,married,checkin_agent,1,Low,4,2,10,3,8,2,3,5,6,2,3,1,3,670.5
6399,25 to 35,Female,in a relation,checkin_agent,2,High,6,3,10,6,5,6,2,9,5,2,10,8,4,713.6
6400,51 or more,Female,single,checkin_agent,2,High,7,3,10,10,5,10,3,7,6,0,10,8,4,718.5
6401,25 to 35,Male,married,flight_attendant,2,High,1,5,6,5,3,2,2,6,8,10,2,0,3,616.7
6402,25 to 35,Female,in a relation,flight_attendant,2,High,7,3,3,5,8,8,2,8,8,0,10,3,5,697
6403,25 to 35,Female,married,checkin_agent,2,High,7,3,3,5,8,8,2,8,8,0,10,3,5,697
6404,51 or more,Female,single,checkin_agent,1,Low,6,4,10,9,10,10,3,5,7,1,7,7,3,682.6
6405,36 to 50,Male,divorced,flight_attendant,2,High,8,2,10,8,8,5,10,8,6,0,10,7,4,768
6406,36 to 50,Male,divorced,checkin_agent,2,High,8,2,10,8,8,5,10,8,6,0,10,7,4,768
6407,25 to 35,Female,married,flight_attendant,2,High,7,3,8,8,5,3,3,8,8,3,4,2,5,693.6
6408,51 or more,Female,married,flight_attendant,2,High,4,3,10,10,2,8,2,5,5,8,10,4,3,658.4
6409,36 to 50,Male,single,flight_attendant,1,Low,8,3,8,8,10,5,8,5,6,0,4,1,2,679
6410,36 to 50,Female,single,flight_attendant,2,High,5,1,9,5,10,7,8,7,8,0,10,10,0,742.7
6411,36 to 50,Male,married,flight_attendant,2,High,7,2,5,10,6,10,6,10,7,0,10,10,2,739.7
6412,36 to 50,Male,divorced,checkin_agent,2,High,8,2,10,10,10,9,4,9,8,0,10,5,4,744.8
6413,25 to 35,Male,divorced,checkin_agent,2,High,8,2,6,7,10,4,5,10,7,3,4,5,4,692.1
6414,36 to 50,Male,divorced,flight_attendant,2,High,8,2,10,10,10,9,4,9,8,0,10,5,4,744.8
6415,25 to 35,Female,in a relation,checkin_agent,2,High,9,5,10,10,10,10,1,10,7,10,10,1,5,715.9
6416,25 to 35,Female,single,flight_attendant,1,Medium,8,2,5,10,10,1,5,7,7,10,10,5,2,662.6
6417,25 to 35,Male,married,flight_attendant,2,High,2,2,2,3,4,1,1,7,7,10,2,1,2,615
6418,25 to 35,Female,single,flight_attendant,2,High,1,3,5,5,1,3,2,3,9,5,6,4,3,638.4
6419,51 or more,Female,divorced,checkin_agent,2,High,8,2,5,2,6,5,2,5,7,1,4,7,3,689.4
6420,36 to 50,Male,divorced,flight_attendant,2,High,8,2,10,10,10,9,4,9,8,0,10,5,4,744.8
6421,51 or more,Female,divorced,checkin_agent,2,High,4,4,6,6,3,8,1,4,9,2,10,1,2,679.4
6422,36 to 50,Female,in a relation,checkin_agent,2,High,5,4,10,5,10,5,2,5,6,10,5,0,2,665.4
6423,36 to 50,Male,married,checkin_agent,2,High,5,1,3,10,4,2,2,3,5,0,10,1,1,629.1
6424,36 to 50,Male,in a relation,flight_attendant,1,Low,8,2,10,10,10,9,4,9,8,0,10,5,4,744.8
6425,36 to 50,Male,divorced,checkin_agent,1,Medium,2,3,5,2,10,8,3,3,6,4,3,4,5,615.7
6426,36 to 50,Female,in a relation,flight_attendant,2,High,4,4,4,4,10,0,4,7,5,4,4,4,3,653.7
6427,36 to 50,Female,single,flight_attendant,2,High,2,4,4,0,7,2,3,2,6,10,10,0,2,578.1
6428,25 to 35,Male,in a relation,flight_attendant,1,Medium,3,5,10,10,5,2,3,6,7,0,10,7,1,677.7
6429,25 to 35,Male,single,checkin_agent,2,High,0,2,2,5,3,3,3,10,7,3,3,8,2,653
6430,36 to 50,Female,in a relation,checkin_agent,2,High,9,2,6,8,5,3,5,8,8,1,7,8,5,734.4
6431,36 to 50,Male,in a relation,checkin_agent,2,High,9,4,4,10,6,10,3,8,8,0,10,4,4,702.1
6432,25 to 35,Female,single,flight_attendant,2,High,6,2,7,4,10,5,4,10,7,1,10,6,3,734.6
6433,Less than 25,Female,in a relation,checkin_agent,2,High,4,3,10,10,10,3,2,5,6,0,3,0,2,675.6
6434,Less than 25,Female,married,flight_attendant,2,High,2,3,10,10,10,3,2,5,6,0,3,1,2,675.6
6435,Less than 25,Female,in a relation,flight_attendant,2,High,2,3,10,10,10,3,2,5,6,0,3,1,2,675.6
6436,36 to 50,Male,in a relation,checkin_agent,2,High,5,3,4,5,8,3,6,10,7,0,10,10,5,726.1
6437,25 to 35,Male,single,checkin_agent,1,Medium,5,4,5,5,4,2,5,2,8,1,7,3,2,658.4
6438,25 to 35,Male,married,checkin_agent,2,High,0,5,3,0,5,0,0,1,9,9,0,0,5,544.5
6439,25 to 35,Male,in a relation,flight_attendant,1,Medium,4,4,2,4,2,0,4,6,8,6,2,0,3,618.4
6440,25 to 35,Male,divorced,checkin_agent,2,High,8,3,6,8,5,8,5,10,8,5,8,4,3,724.6
6441,51 or more,Female,single,checkin_agent,2,High,5,2,5,4,10,1,0,4,9,10,2,0,3,608
6442,36 to 50,Female,in a relation,flight_attendant,1,Low,1,5,10,5,10,5,1,5,6,0,10,0,2,628
6443,25 to 35,Male,divorced,flight_attendant,1,Low,0,1,1,2,9,2,0,2,5,10,6,0,1,576.2
6444,25 to 35,Male,single,flight_attendant,1,Low,2,1,2,0,3,3,1,4,6,5,3,1,2,604
6445,51 or more,Female,divorced,checkin_agent,2,High,8,2,3,10,3,6,2,3,6,4,10,2,2,687.1
6446,25 to 35,Female,divorced,checkin_agent,2,High,9,2,5,6,7,10,1,8,6,0,10,7,3,723.8
6447,25 to 35,Male,married,checkin_agent,2,High,7,3,3,3,2,5,3,1,8,10,4,9,4,663.3
6448,51 or more,Male,in a relation,checkin_agent,2,High,3,4,4,5,5,3,3,6,7,10,10,0,4,633.5
6449,51 or more,Female,divorced,flight_attendant,2,High,8,3,1,2,3,0,1,7,7,0,4,0,4,633.7
6450,51 or more,Female,single,flight_attendant,2,High,5,4,10,5,8,2,3,8,6,7,3,1,5,662.6
6451,51 or more,Male,married,checkin_agent,2,High,8,0,1,2,1,2,0,1,8,0,2,1,5,646.3
6452,51 or more,Male,married,checkin_agent,2,High,8,0,1,2,1,2,0,10,8,0,3,1,5,665.1
6453,36 to 50,Male,married,flight_attendant,1,Low,0,5,0,0,0,0,0,5,9,1,1,0,0,521.5
6454,36 to 50,Male,divorced,checkin_agent,1,Low,0,5,0,0,0,1,0,5,9,0,1,0,0,524.9
6455,36 to 50,Male,married,flight_attendant,1,Medium,0,5,0,0,0,1,0,5,9,0,1,0,0,524.9
6456,Less than 25,Male,married,checkin_agent,1,Medium,4,3,4,1,2,0,1,5,10,0,1,1,3,606.7
6457,25 to 35,Female,in a relation,flight_attendant,2,High,3,3,6,4,7,6,7,3,6,6,4,3,3,639.5
6458,36 to 50,Female,single,checkin_agent,1,Low,6,5,3,4,2,1,1,5,7,0,5,0,3,616.3
6459,51 or more,Female,divorced,flight_attendant,2,High,8,1,5,10,5,10,4,7,8,0,10,2,3,739.3
6460,25 to 35,Female,in a relation,checkin_agent,2,High,6,2,10,10,5,4,5,10,7,5,6,6,5,724.4
6461,36 to 50,Female,married,flight_attendant,2,High,1,1,3,2,5,2,0,6,7,5,10,1,4,650.5
6462,25 to 35,Male,single,checkin_agent,2,High,4,1,4,3,3,5,1,10,6,0,7,1,2,668.1
6463,36 to 50,Female,in a relation,flight_attendant,2,High,7,4,4,5,8,2,4,6,7,0,5,7,4,682.8
6464,36 to 50,Male,divorced,flight_attendant,2,High,8,2,10,10,10,9,4,9,8,0,10,5,4,744.8
6465,36 to 50,Female,single,flight_attendant,2,High,9,3,10,10,10,10,3,10,7,0,4,1,4,756.7
6466,51 or more,Female,in a relation,flight_attendant,2,High,8,2,3,5,4,3,1,7,6,2,4,2,3,676
6467,51 or more,Female,single,flight_attendant,2,High,2,4,10,10,10,6,3,10,6,0,10,0,5,705.5
6468,36 to 50,Female,divorced,checkin_agent,2,High,5,2,8,5,10,0,0,1,6,0,2,1,4,618.7
6469,51 or more,Male,in a relation,flight_attendant,1,Medium,7,4,10,4,10,5,8,9,6,0,10,7,3,727.4
6470,36 to 50,Male,in a relation,checkin_agent,2,High,0,4,7,5,10,0,0,5,5,7,3,0,1,588.7
6471,36 to 50,Male,single,checkin_agent,2,High,8,2,6,4,10,4,5,10,8,2,10,3,5,722.9
6472,36 to 50,Female,in a relation,flight_attendant,2,High,3,1,10,5,3,5,5,10,8,0,4,3,5,716.1
6473,25 to 35,Male,married,flight_attendant,1,Medium,1,2,3,0,4,0,1,1,7,6,3,3,4,571.3
6474,25 to 35,Male,single,checkin_agent,1,Low,2,1,0,0,0,2,8,10,9,0,3,2,1,624.5
6475,51 or more,Male,in a relation,flight_attendant,1,Medium,2,2,10,10,6,7,2,10,6,5,3,1,2,659.6
6476,25 to 35,Female,married,checkin_agent,2,High,6,5,7,10,3,5,0,5,8,0,8,1,3,689.6
6477,51 or more,Female,in a relation,checkin_agent,2,High,8,3,2,7,10,7,6,2,9,0,6,1,4,672.2
6478,25 to 35,Male,in a relation,flight_attendant,1,Medium,7,2,4,3,5,3,3,10,8,0,6,4,3,683.8
6479,51 or more,Female,in a relation,flight_attendant,2,High,8,3,2,7,10,7,6,2,9,0,6,1,4,672.2
6480,36 to 50,Male,divorced,checkin_agent,2,High,4,1,7,3,1,5,0,3,8,5,3,1,5,655.2
6481,25 to 35,Male,in a relation,flight_attendant,1,Medium,4,2,10,6,7,1,6,6,7,6,5,3,4,660.7
6482,25 to 35,Male,in a relation,flight_attendant,1,Low,4,2,10,6,7,1,6,6,7,6,5,3,4,660.7
6483,36 to 50,Female,in a relation,flight_attendant,2,High,6,2,2,10,10,8,6,10,7,0,8,10,4,748.2
6484,51 or more,Female,married,checkin_agent,2,High,10,4,3,5,4,1,1,3,6,0,3,3,4,648
6485,36 to 50,Female,married,flight_attendant,2,High,6,2,2,10,10,8,6,10,7,0,8,10,4,748.2
6486,51 or more,Female,in a relation,flight_attendant,2,High,8,3,2,7,10,7,6,2,9,0,6,1,4,672.2
6487,51 or more,Female,in a relation,checkin_agent,2,High,7,2,10,10,7,5,3,6,6,0,10,8,3,742.1
6488,36 to 50,Female,married,checkin_agent,2,High,6,2,2,10,10,8,6,10,7,0,8,10,4,748.2
6489,51 or more,Female,divorced,checkin_agent,2,High,8,3,2,7,10,7,6,2,9,0,6,1,4,672.2
6490,25 to 35,Female,married,flight_attendant,2,High,3,5,2,5,3,0,0,2,7,0,3,0,2,578.3
6491,36 to 50,Female,divorced,flight_attendant,2,High,7,2,4,4,2,3,1,7,7,2,2,0,5,666
6492,36 to 50,Female,divorced,flight_attendant,1,Medium,0,5,4,10,5,2,2,6,7,0,5,1,1,619.9
6493,36 to 50,Female,divorced,checkin_agent,1,Low,0,5,4,10,5,2,2,6,7,0,5,1,1,619.9
6494,25 to 35,Male,married,flight_attendant,2,High,8,2,4,7,7,2,2,8,7,0,1,2,1,647.5
6495,51 or more,Female,married,checkin_agent,2,High,8,1,3,6,6,3,4,5,7,0,5,5,5,730.2
6496,25 to 35,Male,in a relation,checkin_agent,1,Low,5,5,10,3,10,6,2,10,7,2,10,1,2,685.3
6497,36 to 50,Female,divorced,checkin_agent,2,High,7,4,3,3,10,2,2,7,8,0,10,2,2,669.6
6498,Less than 25,Female,married,flight_attendant,1,Low,10,1,3,10,10,10,10,6,8,4,10,10,3,744.2
6499,36 to 50,Female,married,checkin_agent,2,High,5,4,7,6,5,7,7,4,8,10,10,4,3,694.5
6500,Less than 25,Female,married,checkin_agent,1,Low,10,0,5,10,10,10,10,6,7,1,10,9,4,762.7
6501,25 to 35,Female,married,checkin_agent,2,High,5,3,2,1,2,2,1,3,5,10,3,1,4,607
6502,25 to 35,Female,in a relation,flight_attendant,2,High,5,0,4,10,2,0,7,5,8,0,5,2,4,710
6503,25 to 35,Female,divorced,checkin_agent,2,High,5,2,5,10,7,5,4,5,7,0,7,3,3,699.6
6504,36 to 50,Female,single,checkin_agent,2,High,10,5,0,10,3,0,0,10,6,0,2,0,1,625.6
6505,36 to 50,Female,single,flight_attendant,1,Low,3,5,2,6,10,4,3,10,8,10,3,1,5,624.3
6506,36 to 50,Female,in a relation,flight_attendant,1,Low,3,2,3,7,2,6,3,2,7,6,3,3,3,614
6507,25 to 35,Female,married,flight_attendant,2,High,5,4,3,4,10,2,4,8,8,0,4,3,1,668.1
6508,36 to 50,Female,married,checkin_agent,1,Medium,5,3,3,5,6,3,8,1,5,6,2,4,1,610
6509,36 to 50,Male,in a relation,flight_attendant,1,Low,0,4,7,5,10,0,0,5,5,7,3,0,1,588.7
6510,25 to 35,Male,in a relation,checkin_agent,2,High,2,2,4,5,7,2,1,2,8,7,3,0,1,614.2
6511,51 or more,Female,married,flight_attendant,2,High,9,2,6,10,10,3,5,7,7,1,9,5,5,749.3
6512,36 to 50,Male,in a relation,flight_attendant,1,Medium,8,1,10,10,5,9,8,10,8,7,10,7,5,763.7
6513,25 to 35,Female,married,flight_attendant,1,Low,5,1,5,2,5,1,1,1,7,3,2,1,2,601.9
